,ID,shortcode,text,hashtags,comments,likes
3.11,,,Let this be your ~*motivation*~ to stay tuned tomorrow 👀💫 Sign up for our newsletter at the #linkinbio for more!,linkinbio,|🙌🙌|Omg could it be @normani? #queen of all Queens!!!😍😍😍|Se demoraron un poquito mucho 🕺🏻|🔥🔥🔥🔥|QUEEN MANI|😍|❤😍❤😍|I JUST WANT NEW NORMANI MUSIC 😭😭😭😭😭😭😭😭|😍😍😍|❤️❤️❤️|aye that’s my girl 🔥🔥🔥|What a queen❤️|OMG|Queen ❤️|Yessss Mani 😌👏🏾👏🏾👏🏾|My motivation is going to be Mani’s album|Queen ❤️|😍😍😍😍😍|Beautiful😍😍😍😍😍😍 perfect😍😍😍😍😍 unique😍😍😍😍😍😍😍😍 Normani is the Queen of the world Okey.😍😍😍😍😍😍😍😍|YEEESS🔥🔥🔥|👏🏻👏🏻👏🏻 queen|😍😍😍😍|Perfeitaaaaaa|Lindaaaa|Deusaaaaaaaa💜💜💜💜|Eu amo tanto ela 😍😍😍😭❤️❤️❤️|😍|She is amazing💗😍|😍😍💗💗💗 i love her cant wait for new music/album|That’s my dawg ‼️👏🏽|Xiamo :(|My queen✨|❤️❤️🔥🙌🙌|gorgg|cover girl|🔥🔥🔥🔥🔥|🔥🔥🔥|❤️❤️❤️|next gen|can't wait for the albummmm|🔥🔥🔥🔥|AAAAAAAA A PERFEIÇÃO MEU PAI|👸🏾👸🏾👸🏾❤️❤️❤️|So pretty 😍|👸🏾👑❤️|Normaniiii 💗💗|Deusa🙏🏼🙏🏼|I wonder if she’ll hint at the album|I love her 💖💖💖💖|Queen🙌❣️|❤️❤️❤️❤️|❤️❤️❤️❤️❤️❤️|@normani ? ✨👏🏽😻😻😯|💯💯💯💯wow|❤️💖❤️|💙💙💙💙💙|Omgg wonder who it could be|We know it's Normani😂 But I still can't wait❤️❤️🔥|😍😍💛🖤🎥🎥📸|Is it...naw couldn't be...but is it? 😃😅|🖤💛🖤💛🖤💛🖤💛🖤,6134
3.12,,,🗣️ We're 29 days away from the 2020 presidential election! Each week leading up to Nov. 3 we'll release important dates you need to know. Tap the link in bio for more information on how to vote (especially as a first-time voter). #TeenVote2020,teenvote2020,|Hell yeah🔥 TRUMP 2020🔥🔥🔥🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸|😘👏❤️|👏🏾👏🏾👏🏾|Vote 🗳,3028
3.13,,,"SO excited to announce that Teen Vogue is teaming up with Senator @BernieSanders for a special live-stream event with young voters!! 🎉 Swipe for details + find out more about ""Working for Our Future: A Digital Town Hall"" at the link in bio. Join us on Thursday because as Bernie says ""The future of our democracy is at stake. The future of our economy is at stake. The future of our planet is at stake."" 🇺🇸 #teenvote2020 #BernieXTeenVogue",teenvote2020 berniexteenvogue,|Ahh first|Does anyone wanna join a random zoom dm me if u do|I am like 40 y.o and loving Teen Vogue👍 and loving this|Super cool. @teenvogue|😒|...TEEN BERNIE...👍|🙌🏼🙌🏼🙌🏼|🤢🤢🤢🤢|💙💙💙💙💙|That’s cool! 👍😀|A LEGEND ❤️|🤢 Creepy joe|Great!|You lost a fan|This is great @berniesanders stays connected to the youth we need more like him 👏🏾👏🏾|We hosted a town hall with teens and first time voters just last night ahead of the election. Watch it here: https://youtu.be/JXbHNMNzxws|“We love socialism”,7990
3.14,,,Vote for your community your family your friends for clean air and water for people locked in cages for control over your body for love over hate. Vote and then go out and keep working toward the world you want to live in. At the link in bio 38 luminaries share why they're voting this year. #TeenVote2020,teenvote2020,|❤️❤️|❤️|Yes!!!!|Hola❤️|🙌,2865
3.15,,,Happy birthday @leighannepinnock!! 🎉 At the link in bio the @littlemix member opens up for Teen Vogue's #Firsts — from her first role model (@officialmelb) to her first crush (@romeomiller) 😉,firsts,|Love love love her!!!😍|Happy birthday!!🧡|#peaceforarmenians|Leigh is my fave!❤️|❤️|I love her she's the sweetest ❤️|@leighannepinnock 😍😍😍,4061
3.16,,,What better way to celebrate October 3 — aka #MeanGirlsDay — than with a super-fetch cast reunion? 🥰 See more at the link in bio.,meangirlsday,|Yass 💕|😍😍|@fernandaa.gsp 😂|#goodtovote ⭐️⭐️⭐️⭐️ 📫|❤️💥❤️💔💥❤️💥|me looking for ariana|@aldana1788 nosotras pronto 🤭👯‍♀️|👍💞💞💞|❤️|I don’t know how you did it sir how you turned my $1000 into $8500 in just 5 days but it’s wonderful to me and also how my investment has multiplied .my apologies for doubting your transparency at first @carrick_gareth1|❤️❤️|Indeed|❤️|the BEST #nostalgic #vote2020 @teenvogue|stop trying to make fetch happen! it’s not gonna happen !|💖💖💖💖😩😩😩😩|La acabo de ver wow|This movie was awesome|@jansskii @hannaluukkonen 🤣|ICONICCCC!!!|@legend_mrs !!|👏🏼👏🏼👏🏼💓💓💓|Thank u next|@valentinaadoree @oriadamuceku. @misiamazzoldi. ❤❤❤|@vanshikaraje_d @tanvidesai_820 @iridescence01|https://youtu.be/aGG6dFY08VA|@teenvogue Almost time the @therockettes In @nycgov on @andrewcuomo #Christmas day 🎉🎅⛄🎄🎁🎋🎊 .|Hi good morning dear|😍❤️|@rhea_calleja loook|Bom. Dia|❤️❤️❤️|This is how it all started  smh|@detectivebypikachu|👏|@monsebeat_  así ? 👀|Good|😍😍😍|I only own about ten DVDs ones I can watch again and again.  This is one of them.|@_cruuuuuz_  @miroslava_rm  @natalia.gpea  hay que vestirnos así. 🥺💛|Why did they not do a zoom table read? Such a missed opportunity.|@edumontielc|❤️|I barely remember this movie its been over 6 yrs thanx for reminding me @teenvogue|Fesch!!! 😍 @aleexmarschall,44822
3.17,,,Some movies never fail to put me in the Halloween spirit 🎃 See our full list at the #linkinbio and comment with your faves!,linkinbio,|﻿If i don't accept u in 20 seconds i will paypal you 5$😃😃😃🐥|🎃🎃|@laenor|I'm scared of horror movies😩💔|@yuval.ashkenazi1|Halloweentown better be on this|This list defo passed the vibe check|@lukabernotaityte  do want to watch hocus pocus again? :)|@abywolf|👻👻👻⚡️⚡️⚡️|🖤🖤🖤|@renaemia 😈😈😈|@ericamarieclements @bbrennan0249 important content!!!|@mateosisasjaja|I'm so going to watch this Christmas time|HP is everything. 🙏🏼⭐️⭐️⭐️⭐️⭐️|@moviestobemurderedbypodcast 🔥|Twitches definitely should be on that list|Hocus Pocus is my favorite halloween movieeeee! 🧡🖤🎃🖤🧡|@themarcocamacho|@lily_tron weren’t you asking about this on fbook?😊|Amazing list!’nn👏👌✨|@hanzelmacias 👌|@i.am.tabea 🦇|@ameliamayhew|Hocus pocus always❤️|Hocus Pocus ❤❤❤|@taylizzyliz|girl vs. monster anyone?|@miameiph  @seashayles which one do we choose?,20334
3.18,,,the looks at #SAVAGEXFENTYSHOW VOL. 2 were simply *chef’s kiss* 💋 #linkinbio,savagexfentyshow linkinbio,"|I will be on the billboards :)|اخسر 💪💪💪💪15كيلو في شهر|😍|GODDESS 😻|Omg so it is true... 2000’s fashion in getting back! Thongs clothes with lot’s of brand icons strass... oh my|🖤|Did you posted without any Caption|Indya mooreeeeee|👃|the power|omg|🔥🔥|Zendaya wya?😩|they absolutely did their thing with this one👏🏾🔥|Hi chikizz Jana look at the moment on demand love you Tameem Tera hero now💘💘💘💘|Rihanna picked the best women possible 💕😍|beyonce🔥|🔥🔥🔥🔥🔥 Beautiful!!!|@teenvogue you’re normally on it but I’m wondering where the body diversity is in this post? @lizzobeeating was absolute 🔥🔥🔥🔥🔥🔥🔥|Boa. Tarde|👏👏👏|⭐️⭐️⭐️⭐️|😘😘😍😍💖🔥💯❤️📸📸|Hi I post Indian fashion contents. 
Please follow and support me and I'll bring up to you the most exotic Indian fashions
. Follow>@_indiancolors4u_<
.
.
@_indiancolors4u_
.
.
.|🖤🖤🖤|you look very good in all your photos|🔥🔥🔥🔥|🌹🌹🌹🌹🌹🌹🌹🌹🌹👄💄👍|Top model❤️",23931
3.19,,,This election cycle — and this year — is about so much more than Trump or the White House. At the link in bio activists lawmakers and organizers explain why it's worth voting and how young people — above all — are guiding us toward a brighter future. #TeenVote2020 🎨: @lizcoulbourn,teenvote2020,"|⛔ SOS from Armenia ⛔

Dear friend 🙏

I am writing this letter to you as you have a large audience in the international arena. The Azerbaijani side together with Turkey launched open missile attacks along the entire line of the Republic of Artsakh targeting also the peaceful settlements. All this can have very serious consequences.

Please use your resources to inform the international community about it. We are Armenians and we want peace. Now we are writing this message to all famous people in the world. We hope you do not ignore our request.

Maybe you have never had anything to do with Armenia or Armenians but here we are talking about ordinary human lives people who have become innocent victims of political clashes.

The joint call of all of you will definitely weaken the current aggression otherwise it may become dangerous not only for of the Caucasus but also for the whole of Europe.

We believe that you will help us to stop this inhuman evil. Thank you ❤
🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲|Communism kills|https://www.zazzle.com/putins_puppy_t_shirt-235962605710753699|The most frustrating thing this year is to know that we have a statesman like Bernie Sanders, who could have been our President, and that he, and we, were denied it.",4543
3.20,,,As @opalayo explained at the #TeenVogueSummit orientation you CAN engage in strengthening your democracy at *any* age! ⭐ Join us at our Politics + Culture workshop on October 3rd to find out more about organizing and building a grassroots movement from leaders like @osopepatrisse @conmijente’s Marisa Franco @thandiweabdullah and @nainagra. Find out more + buy your tix at the link in bio.,teenvoguesummit,|AT *any* age ❤️|😜👏|Comunista de mierdaaaaa 👎🏻💩 Opal Tometi|Check out my post y’all were tag in🙏🏾💘|Yes!! Youth are driving change at all levels|I was scared of losing my money but i decided to give it a try and i can proudly say it was one of the best decision i have made in my entire life @earn_with_owenfx|❤️😍,2391
3.21,,,"""This sounds like middle school students fighting in front of the counselor over who started the food fight at lunch."" 🤐 Wow that first presidential debate was.... something alright. Our #teenvote2020 committee shares a candid live chat of that trainwreck of a debate at the link in bio (plus sign up for our politics newsletter to stay up to date on all of... this ✉️)",teenvote2020,"|Trump was acting like a child. Biden was acting like a wise grown man! #biden2020 #bidenharris2020 #debate #presidentialelection|I didn’t even watch it I have too much going on in my life to deal with anymore drama political or personal. When the politics are crumbling guess who’s going to be at the top with success like NO other woman (hint: it’s me). All I’m going to say is if you can’t stand MY heat you better run cause the beauty and the beast have stepped onto the court.|So tired of people calling both of them children. Biden tried he legitimately could not get a word in because of Trump’s BS|Haha but  If America can stand againsts china ...then.. you should vote trump|Poor America. So sad to read that there are still people fighting for your captain orange. The world is laughing about you. A racist a sociopath a tax evader and so much more and some of you are still supporting this man...|TRUMP WAS MOSTLY TO BLAME ALWAYS INTERRUPTING NOT WAITING FOR HIS TURN TO SPEAK🐷|#settelforbiden|WAY TO STRADDLE THAT FENCE!!! ""Both""??? REALLY???|None of them should be president 🙃🙃🙃|Well I know this is not related to this topic but If I'm not saying of the legitimacy of this lady and her mining pool company then I'm not being grateful I only invested $300 today I received $4500 thank you @Veronica_Throwbridge I will continue to invite more Investors to your company God bless you and your family|I’m not even american or living in US but watching the debate online was very entertaining|Trump 🇺🇲🇺🇲|and that’s only choice we have !!!that’s a shame 😖|Bienvenidos a un debate político de España|where's obama|Biden 2020💙!!! We can stop tyranny! Vote!!! 💙|but biden was waaayyyyy but respsectful|BIDEN 2020|When will it be a woman 😔|is it me or did trump get even more orange since the last time i saw him|How can you talk with that clown! Vote him out!|Can we just cancel all future debates pls this was embarrassing|that lighting isn't doing trumpo justice 😭|Only trump was acting like a child|Stop with the equivalencies. Trump was the one interrupting and talking over most of the time.|Go Biden|Haha! True! Trump was a real clown. 🤡|That’s what my grandma said 😂|لعنت بر ترامپ|Turdsssssss|What a disgrace!🤮|i wish Bernie could be president 😔|⭐️Follow my account! Preteens teens fashion/books/curly/food⭐️|Can someone tell me why Trump looks older than Biden even though Biden is older?|😂🔥😂|I just watch what you said yesterday.. im shocked! @ferisupriyatin|Teen Vogue
The latest on fashion beauty celebrity style entertainment teen issues videos and more from TeenVogue magazine on TeenVogue.com. Guess this falls under entertainment?!|I vote for Joe Biden.|Ew|I was scared of losing my money but i decided to give it a try and i can proudly say it was one of the best decision i have made in my entire life @earn_with_owenfx|Joe Biden 2020🇺🇸!!! 👍👌!!!|The only one acting like a child was Trump and honestly calling him a child is an insult to children 🤦🏽‍♀️|Boring|Trump has no plans nothing to say nothing that can support his time as president being a good thing. You cannot debate with someone like Trump in the traditional manner. He is a bully and a malignant narcissist. Chris Wallace is usually good but he had absolutely no control. He failed tonight. He failed by not pushing against Trumps racist dog whistle of stand down and stand by.|Biden excellent|To me it felt like the fight at the power plant after school but same same|TRUMP BIDEN ARE ILLUMINATI CONTROLLED AMERICAN GOVERNMENT PUPPETS FOR THE PUPPET MASTER 🤠|PLANET X IS CALLED WORMWOOD IN THE HOLY BIBLE PLANET X 😟 THE EARTH DESTROYER IS HEADING TO EARTH ITS THE REASON FOR ALL WORLD FIRES FLOODS EARTHQUAKES AND VOLCANO ERUPTION'S 😟|One refused to condemn white supremacy how are they equally bad? @teenvogue|The fat one brings everyone down to his level.|Wherever Trump goes class and order is thrown out the window he brings disgrace!|Donald Trump is a white supremacist.|Please do not say that BOTH of these men were interrupting and acting like children. ONE of them was and the other was trying to get a word in edgewise|Please vote. Democracy will depend on centennials and millennials voting.|Great job Mr. President. TRUMP 2020 🇺🇸💪🏽|Well if Trump could follow the rules of debate it might have gone a little smoother|Biden wants to build green buildings with tax payers money minorities cannot afford to live in a green building! Small businesses cannot afford to lease in a green building! Green Building are for the wealthy who is going to buy electric cars not minorities. Just a realist here. Let's be realistic. Go back and actually listen to what was actually said. Not the petty crap the reality.|You had to see it to believe how disturbing it was...|✌️✌️✌️✌️✌️✌️✌️✌️✌️✌️✌️|There were like drunk uncles at thanksgiving dinner going at each other 🤦🏻‍♂️|BIDEN 2020🔥🔥🔥|TRUMP 2020!!|Yeah... they legit weren’t answering the questions just bashing the other candidate 🙄|He’s so orange ☠️|#teamtrump|PLEASE VOTE!|This was seriously so sad to watch. Two grown men acting like three year olds🤦🏾‍♀️ And one of them is going to be our future president😔|Okay and|When will @michelleobama come and save the world🥺😂...actually though Michelle if you see this I don’t care what you do just become president for the sake of this whole a$$ continent🙌🙌|BIDEN 2020❤️ Trump will not denounce white supremists VOTE RACISM OUT!!! ❤️|People keep saying “Make America Great Again” but he’s on his fourth year and they’re STILL saying MAGA. So this is confirmation that he is indeed NOT Making America Great Again!?! 😂😂😂 I am confused by y’all. 🤔🤔🤔 so if y’all are STILL wearing the red hats that means he’s still hasn’t succeeded?! 🤣🤣🤣|pathetic.🤦🏻‍♀️|Couldnt even hear their words bc they kept talking over each other. The future of America is literally in the hands of greedy todlers. Neither knows what the words ""shut your mouth"" means.  So disappointing 😞|NO ONE 2020!!!|Trump just need to go I’m tired of him .|@k_jy0ung|Biden would have been completely appropriate and respectful if trump wasn’t the one who started it. It was trumps fault there’s no way you can say this was both sides.|VOTE BIDEN|usa is doomed !|@realdonaldtrump IMBECILE‼️|Sounded like r/wsb discord on market open|Joe Biden is The Swamp|Joe Biden is The Swamp|Joe Biden is a Corrupt Chinacrat who has done nothing in 47 years except enrich himself and send American men and women to war so he could profit.|🔥🔥🔥🔥|feel so bad for the moderator smh|Welp for once I'm glad I don't live in the us:)|🤔|😂😂😂😂|@carrie.e.jensen|😂|Ooof|I’ve have been a teacher for decades. I have never EVER seen middle schoolers behave as disgracefully as the U.S. president.|Don't act like the president. He would have been expelled if this was high school.|What??|Literally I made that same exact statement lol|trump would not stop talking over everyone. and he couldn’t even simply tell white supremacists to stop rioting. he was just like “BUT THE LEFT”|TRUMP 2020♥️🇺🇸♥️|@torimwehunt 😅|Trump is a toddler! And just like parents dealing with toddlers drive us crazy at times! 😂|i was embarrassed for them. the lack of decency|BIDEN 2020|SETTLE FOR BIDEN|VOTE BIDEN HARRIS 2020|Middle school students are better behaved!|NO REALLYY😂😂😂|THEY NEEDED THE TALKING STICK😂|😂😂😂😂😂 bwesit ung caption 😂😂😂|Trump 2020|Especially ya Boii trump acting like my lil cuzzins and shii|TRUMP 2020. LET'S MAKE AMERICA GREAT AGAIN!!!!!!!|This was seriously so sad to watch. Two grown men acting like three year olds🤦🏾‍♀️ And one of them is going to be our future president😔|two old men in the old folks home fighting for the last god damn pudding.|Chaotic and sad|Trump 2020|Lmaooooo|#biden2020|Trump would not denounce white supremacy. So much worse than a middle school fight.|@teenvogue but only one is the president right now|Chile who the hell voted for that orange man ???? i’m an embarrassed for you all|A train wreck 🤦🏾‍♀️|I say TRUMP 2020🇺🇸🇺🇸🇺🇸🇺🇸|Yes! It was like a schoolyard|If children are talking over each other in a zoom call the teacher mutes their mics. If the president does it then he just gets politely asked to stop talking. 🤭|👍|@tamikadmallory NEEDS to moderate the next debate.|Trump 2020💙❤️💙❤️|😂|That’s like my two little cousins fighting over a toy|It was pathetic 😭😭|I was supposed to take notes for my gov class but I did not hear ✨anything✨of substance 😇|Reminded me of when I ran middle school student senate|I am embarrassed these are the leaders of the USA|Trump made fun of Joes dead son- it should be clear who shouldn’t be our president|I LITERALLY SAID THEY SOUND LIKE FIFTH GRADERS AT RECESS WHEN I WATCHED IT😭",36505
